    88 Thisbe             E. Bowell        7.04  0.14 0.66 200.6         0   0   0   0   0   0 52457 1718 20101031 105.649815  36.178625 276.707947  5.215748 0.16527104   2.76632598 20100715 2.3E-02  1.1E-04 20100919 3.2E-02 20101208 4.3E-02 20180711 4.3E-02 20180711
    89 Julia              E. Bowell        6.60  0.15 0.88 151.5 S       0   0   0   0   0   9 52417 1284 20101031 108.279358  44.716959 311.640122 16.142002 0.18328360   2.55040185 20100903 2.2E-02  6.5E-05 20100919 4.0E-02 20110206 6.0E-02 20170828 6.0E-02 20170828
    90 Antiope            E. Bowell        8.27  0.15 0.69 120.1 C       0   0   0   0   0   9 52532 2373 20101031 321.665290 243.016921  70.210598  2.219569 0.15664165   3.15447174 20100811 2.3E-02 -5.7E-05 20100919 3.6E-02 20110917 4.8E-02 20160711 4.8E-02 20160711
    91 Aegina             E. Bowell        8.84  0.15 0.73 109.8         0   0   0   0   0   9 52509 1191 20101031 154.491521  73.387314  10.754008  2.108451 0.10665940   2.58967856 20100828 2.1E-02 -4.7E-05 20100919 4.4E-02 20110717 5.5E-02 20161017 5.5E-02 20200925
    92 Undina             E. Bowell        6.61  0.15 0.73 126.4 M       0   0   0   0   0   0 50932 1107 20101031   0.071398 241.826405 101.795328  9.915782 0.10277519   3.19227809 20100828 5.1E-02 -2.1E-04 20100919 4.2E-02 20111118 5.4E-02 20100828 5.8E-02 20210712
    93 Minerva            E. Bowell        7.7   0.15 0.73 141.0 C?      0   0   4   0   0   0 40341 1079 20101031 168.605210 275.226295   4.084647  8.562124 0.14189917   2.75335481 20100403 2.8E-02  1.2E-04 20100919 4.4E-02 20110104 7.1E-02 20170519 7.1E-02 20170519
    94 Aurora             E. Bowell        7.57  0.15 0.66 204.9 C       0   0  16   0   0   0 50332 1027 20101031 125.244557  59.920403   2.689360  7.965599 0.08855234   3.16110455 20100828 2.3E-02 -2.3E-06 20100919 4.6E-02 20110512 5.2E-02 20191118 5.2E-02 20191118
    95 Arethusa           E. Bowell        7.84  0.15 0.71 136.0 C       0   0   0   0   0   0 50348  937 20101031 223.778314 154.967089 243.110887 13.003682 0.15032317   3.06613959 20100811 2.7E-02 -6.8E-05 20100919 4.8E-02 20110711 5.5E-02 20121021 5.5E-02 20121021
    96 Aegle              E. Bowell        7.67  0.15 0.77 169.9         0   0   0   0   0   0 51107  778 20101031 251.200235 208.437652 321.663108 15.968354 0.13773149   3.05135915 20100811 4.3E-02  2.3E-04 20100919 5.2E-02 20101118 7.1E-02 20180506 7.1E-02 20180506
    97 Klotho             E. Bowell        7.63  0.15 0.70  82.8 M       0   0   0   0   0   0 51165 1309 20101031 331.221158 268.292299 159.747240 11.785314 0.25517280   2.67079500 20100908 5.5E-02  4.0E-04 20100919 6.3E-02 20101022 7.7E-02 20191222 7.7E-02 20191222
